CAR;PV;nbki;ind_noNbki;equi;ind_noEqui;def90_365
б/у;0.3184;682;0;290;0;0
б/у;0.4026;641;0;686;0;0
новый;0.2394;635;0;437;0;0
б/у;0.25;570;0;520;0;0
новый;0.3791;720;0;0;1;0
новый;0.2004;716;0;640;0;0
новый;0.1001;615;0;593;0;0
новый;0.1026;678;0;524;0;0
б/у;0.15;0;1;0;1;0
новый;0.2;621;0;460;0;0
новый;0.101;680;0;542;0;0
новый;0.5;646;0;0;1;0
новый;0.1845;0;1;697;0;0
б/у;0.3661;719;0;661;0;0
новый;0;0;1;482;0;0
б/у;0.1501;0;1;0;1;0
б/у;0.2128;638;0;590;0;0
б/у;0.15;639;0;502;0;0
новый;0.3684;704;0;670;0;0
новый;0.6215;680;0;511;0;0
б/у;0.3;703;0;520;0;0
б/у;0.4;0;1;658;0;0
новый;0.1491;594;0;550;0;0
новый;0.1081;583;0;400;0;0
б/у;0.2041;596;0;367;0;1
новый;0.4866;696;0;608;0;0
новый;0.306;622;0;604;0;0
б/у;0.2;0;1;533;0;0
новый;0.3633;771;0;706;0;0
новый;0.4366;662;0;403;0;0
новый;0.4075;663;0;561;0;0
новый;0.1892;0;1;0;1;0
новый;0.4301;593;0;449;0;0
новый;0.6983;0;1;694;0;0
новый;0.1002;702;0;686;0;0
новый;0.1047;677;0;446;0;0
б/у;0.25;0;1;0;1;0
б/у;0.2;0;1;638;0;1
б/у;0.396;603;0;459;0;0
новый;0.6724;709;0;640;0;0
новый;0.1505;650;0;528;0;0
б/у;0.7026;606;0;463;0;0
новый;0.3092;0;1;0;1;0
новый;0.1516;716;0;593;0;0
новый;0.1;582;0;606;0;0
новый;0.1503;726;0;474;0;0
новый;0.7194;0;1;0;1;0
новый;0.2071;612;0;380;0;0
новый;0.6309;703;0;620;0;0
новый;0.2;667;0;603;0;0
б/у;0.1529;0;1;0;1;0
б/у;0.2125;604;0;514;0;0
новый;0.1;0;1;695;0;0
б/у;0.1176;661;0;0;1;0
новый;0.4808;0;1;0;1;0
новый;0.1;658;0;489;0;0
б/у;0.1503;556;0;491;0;1
новый;0.3024;737;0;613;0;0
новый;0.2054;756;0;566;0;0
новый;0.1009;0;1;600;0;0
б/у;0.1786;0;1;465;0;0
новый;0.2001;696;0;506;0;0
новый;0.1051;0;1;495;0;0
новый;0.4646;619;0;529;0;0
новый;0.1607;639;0;481;0;0
б/у;0.6714;572;0;468;0;0
новый;0.5;659;0;718;0;0
новый;0.5046;0;1;536;0;0
новый;0.15;745;0;625;0;0
новый;0.1921;0;1;589;0;0
новый;0.3135;750;0;0;1;0
б/у;0.6857;0;1;631;0;0
новый;0.347;644;0;586;0;0
новый;0.1012;732;0;708;0;0
новый;0.15;0;1;593;0;0
новый;0.2674;0;1;0;1;0
новый;0.1588;0;1;726;0;0
б/у;0.2;748;0;582;0;0
новый;0.3215;0;1;672;0;0
новый;0.104;695;0;701;0;0
б/у;0.15;628;0;422;0;0
б/у;0.2667;587;0;650;0;0
новый;0.4227;660;0;655;0;0
новый;0.1604;0;1;0;1;0
новый;0.6823;0;1;0;1;0
новый;0.4155;0;1;0;1;0
б/у;0.4425;0;1;720;0;0
новый;0.166;725;0;563;0;0
новый;0.1015;614;0;542;0;0
новый;0.437;0;1;0;1;0
б/у;0.6098;772;0;697;0;0
новый;0.1;644;0;602;0;0
новый;0.1;621;0;392;0;0
б/у;0.1548;0;1;678;0;0
новый;0.3;680;0;512;0;0
б/у;0.3044;621;0;604;0;0
новый;0.2866;766;0;587;0;0
б/у;0.4;672;0;449;0;1
новый;0.102;0;1;606;0;1
б/у;0.4655;569;0;454;0;0
б/у;0.125;651;0;602;0;0
новый;0.1391;632;0;657;0;0
новый;0;714;0;582;0;0
б/у;0.2963;0;1;0;1;1
б/у;0.2;639;0;653;0;0
б/у;0.1;672;0;611;0;0
б/у;0.4132;589;0;393;0;0
новый;0.9041;0;1;0;1;0
новый;0.2941;0;1;0;1;0
новый;0.1;723;0;657;0;0
новый;0.3045;584;0;0;1;1
б/у;0.2066;570;0;445;0;0
б/у;0;680;0;620;0;0
новый;0.1035;651;0;586;0;0
новый;0.4507;589;0;429;0;0
новый;0.303;648;0;531;0;0
новый;0.1869;735;0;629;0;0
б/у;0;723;0;668;0;0
б/у;0.5172;739;0;600;0;0
новый;0.4221;725;0;773;0;0
новый;0.1002;633;0;442;0;0
б/у;0.15;659;0;496;0;0
новый;0.4006;750;0;639;0;0
б/у;0.15;695;0;443;0;0
новый;0.6144;628;0;627;0;0
новый;0.4836;0;1;0;1;0
б/у;0.2344;674;0;666;0;0
б/у;0.2703;548;0;535;0;1
новый;0.1916;689;0;675;0;0
б/у;0.1501;0;1;490;0;0
новый;0.2021;770;0;676;0;0
новый;0.2591;703;0;675;0;0
новый;0.1119;582;0;432;0;0
новый;0.3302;704;0;677;0;0
новый;0.5908;697;0;0;1;0
новый;0.1;564;0;422;0;0
б/у;0.2;0;1;711;0;0
б/у;0.2222;0;1;537;0;0
новый;0.6744;0;1;0;1;0
б/у;0.1961;593;0;543;0;0
новый;0.1503;689;0;561;0;0
б/у;0.3571;0;1;0;1;0
новый;0.1518;673;0;629;0;0
новый;0.5045;700;0;514;0;0
новый;0.5155;0;1;0;1;0
новый;0.1092;617;0;460;0;0
б/у;0.125;700;0;0;1;0
б/у;0.0811;0;1;0;1;0
б/у;0;595;0;500;0;0
новый;0.3326;759;0;0;1;0
б/у;0.1514;731;0;627;0;0
новый;0.2042;611;0;423;0;0
новый;0;551;0;368;0;0
новый;0.2002;697;0;567;0;0
новый;0.4246;0;1;0;1;0
б/у;0.226;0;1;0;1;0
б/у;0.6429;750;0;637;0;0
новый;0.1216;688;0;506;0;0
б/у;0.1905;738;0;556;0;0
б/у;0.233;718;0;570;0;0
б/у;0.219;624;0;457;0;0
новый;0.3381;0;1;652;0;0
б/у;0.1;547;0;429;0;0
новый;0.6022;686;0;555;0;0
б/у;0.1739;770;0;542;0;0
б/у;0.2439;619;0;583;0;0
новый;0.1;629;0;569;0;0
новый;0.4645;0;1;0;1;0
новый;0.473;0;1;0;1;0
новый;0.2587;740;0;657;0;0
новый;0.6587;0;1;656;0;0
б/у;0.4699;0;1;665;0;0
новый;0.8277;0;1;0;1;0
новый;0.1;649;0;517;0;0
новый;0.2802;657;0;679;0;0
новый;0.1507;747;0;740;0;0
новый;0.1006;0;1;0;1;0
новый;0.373;628;0;446;0;0
новый;0.1;0;1;0;1;0
новый;0.1005;515;0;363;0;0
б/у;0.2293;0;1;474;0;0
новый;0.3537;0;1;0;1;0
новый;0.2;696;0;636;0;0
новый;0.674;0;1;0;1;0
новый;0.2552;695;0;584;0;0
новый;0.3;0;1;516;0;0
б/у;0.25;586;0;462;0;0
б/у;0.1714;537;0;458;0;0
новый;0.101;712;0;530;0;0
б/у;0.6462;0;1;0;1;0
б/у;0.396;650;0;562;0;0
б/у;0.15;0;1;0;1;0
новый;0.2086;632;0;427;0;1
б/у;0;0;1;0;1;0
б/у;0;627;0;483;0;0
новый;0.5018;0;1;512;0;0
б/у;0.1015;659;0;527;0;0
новый;0.302;675;0;611;0;0
новый;0.3005;718;0;609;0;0
б/у;0.32;0;1;503;0;1
новый;0.3016;614;0;563;0;0
б/у;0.3;784;0;590;0;0
б/у;0.2772;548;0;367;0;0
новый;0.2857;701;0;662;0;0
б/у;0.307;628;0;464;0;1
новый;0.2232;669;0;518;0;0
новый;0.1964;735;0;604;0;0
б/у;0.2;649;0;505;0;0
новый;0.3255;663;0;530;0;0
б/у;0.4651;667;0;663;0;0
новый;0.7447;595;0;527;0;0
новый;0.4706;0;1;0;1;0
б/у;0.151;580;0;571;0;0
б/у;0.155;0;1;533;0;0
б/у;0.2511;540;0;568;0;0
новый;0.1501;0;1;623;0;0
б/у;0.25;0;1;0;1;0
новый;0.3608;0;1;465;0;0
б/у;0.2778;729;0;633;0;0
новый;0.2009;651;0;582;0;0
новый;0;731;0;663;0;0
б/у;0;0;1;598;0;0
новый;0.2;575;0;533;0;0
новый;0.4011;0;1;759;0;0
б/у;0.1;644;0;619;0;0
новый;0.4851;0;1;0;1;0
новый;0;640;0;0;1;0
новый;0.1502;696;0;657;0;0
б/у;0.4;681;0;572;0;0
новый;0.15;0;1;622;0;0
б/у;0.2;666;0;486;0;0
б/у;0.2;605;0;490;0;1
новый;0.375;0;1;0;1;0
новый;0.15;533;0;378;0;0
новый;0.1;791;0;610;0;0
новый;0.1012;566;0;474;0;0
новый;0.2833;659;0;509;0;0
б/у;0.5;721;0;642;0;0
б/у;0.15;0;1;0;1;1
б/у;0.1304;574;0;608;0;0
новый;0.3239;0;1;0;1;0
новый;0.4153;774;0;637;0;0
б/у;0.2;0;1;0;1;0
новый;0.2157;744;0;580;0;0
новый;0.3268;653;0;456;0;0
новый;0.1791;641;0;452;0;0
новый;0.4107;649;0;581;0;0
новый;0.2;658;0;554;0;0
новый;0.3162;0;1;668;0;0
новый;0.1563;595;0;569;0;0
новый;0.15;709;0;631;0;0
б/у;0.2581;697;0;541;0;0
б/у;0.212;0;1;596;0;0
новый;0.4875;677;0;636;0;0
новый;0.1516;646;0;559;0;0
новый;0.1032;699;0;482;0;0
новый;0.2128;652;0;432;0;0
новый;0.151;0;1;0;1;0
б/у;0.2727;669;0;643;0;0
новый;0.1004;648;0;530;0;0
новый;0.5238;744;0;660;0;0
новый;0.15;552;0;527;0;0
новый;0.1523;683;0;475;0;0
б/у;0.1392;643;0;486;0;0
новый;0.3;709;0;658;0;0
новый;0.4993;0;1;744;0;0
новый;0.2566;0;1;653;0;0
б/у;0.4167;0;1;0;1;0
новый;0.3929;0;1;549;0;0
б/у;0.34;656;0;554;0;0
новый;0.1131;729;0;486;0;0
новый;0;0;1;0;1;0
новый;0.6993;0;1;721;0;0
б/у;0.3653;683;0;573;0;0
новый;0.4902;650;0;658;0;0
новый;0.4529;701;0;586;0;0
новый;0.1;651;0;558;0;0
новый;0.1505;694;0;590;0;0
б/у;0.4733;0;1;497;0;0
новый;0.1;550;0;0;1;0
новый;0.2703;733;0;620;0;0
новый;0.427;0;1;0;1;0
новый;0.103;696;0;522;0;0
новый;0.1714;0;1;0;1;0
новый;0.569;0;1;0;1;0
б/у;0.4212;719;0;618;0;0
б/у;0.4047;678;0;537;0;0
новый;0.2441;753;0;798;0;0
б/у;0.3117;633;0;518;0;0
новый;0.7443;758;0;724;0;0
новый;0.1584;704;0;497;0;0
новый;0;734;0;637;0;0
новый;0.1339;622;0;549;0;0
новый;0.1552;0;1;0;1;0
б/у;0.15;0;1;555;0;0
б/у;0.2;722;0;651;0;1
новый;0.1095;0;1;0;1;0
новый;0.1503;646;0;0;1;0
новый;0.3135;0;1;0;1;0
новый;0.4028;0;1;694;0;0
новый;0.1674;602;0;653;0;0
б/у;0.2;563;0;367;0;0
б/у;0.5249;757;0;0;1;0
б/у;0.2719;555;0;418;0;1
новый;0.3125;691;0;624;0;0
новый;0.1502;605;0;573;0;0
новый;0.202;693;0;357;0;1
новый;0.2;709;0;590;0;0
новый;0.2665;633;0;534;0;0
новый;0.3268;629;0;506;0;0
новый;0.1336;626;0;452;0;1
новый;0.7252;778;0;621;0;0
новый;0.1613;647;0;649;0;0
б/у;0.152;0;1;0;1;0
новый;0.3;702;0;684;0;0
б/у;0;722;0;720;0;0
новый;0.6427;0;1;0;1;0
новый;0.1984;0;1;558;0;0
новый;0.2;596;0;543;0;0
новый;0.601;0;1;603;0;0
б/у;0.5903;761;0;703;0;0
б/у;0.5952;0;1;0;1;0
б/у;0.154;652;0;508;0;0
новый;0.1502;700;0;536;0;0
б/у;0.375;0;1;552;0;0
новый;0.219;648;0;490;0;0
б/у;0.2;732;0;603;0;0
новый;0.375;669;0;428;0;1
новый;0.7102;0;1;0;1;0
новый;0.1;609;0;583;0;0
новый;0.237;634;0;430;0;0
новый;0.5411;0;1;0;1;0
новый;0.3;0;1;0;1;0
новый;0.1506;735;0;0;1;0
б/у;0.0862;0;1;0;1;0
новый;0.4513;651;0;451;0;0
новый;0.1;612;0;551;0;1
б/у;0.3896;714;0;518;0;0
новый;0.3;533;0;359;0;0
новый;0.3025;570;0;455;0;0
новый;0.1;0;1;576;0;0
б/у;0.3077;577;0;345;0;0
новый;0.1013;0;1;0;1;0
б/у;0.2994;0;1;0;1;0
б/у;0.1343;631;0;532;0;0
б/у;0.4762;0;1;578;0;0
новый;0.224;0;1;0;1;0
б/у;0.1667;591;0;656;0;0
б/у;0.2;569;0;549;0;0
б/у;0.1478;738;0;607;0;0
новый;0.1503;521;0;442;0;0
новый;0.1849;0;1;0;1;0
новый;0.1694;781;0;636;0;0
б/у;0.2045;0;1;514;0;0
новый;0.4006;702;0;550;0;0
новый;0.4191;0;1;642;0;0
новый;0.324;0;1;0;1;0
новый;0.1503;760;0;694;0;0
новый;0;601;0;617;0;0
новый;0.6251;0;1;0;1;0
б/у;0.15;0;1;0;1;0
новый;0.6701;0;1;0;1;0
б/у;0.4535;770;0;0;1;0
новый;0.1908;628;0;0;1;0
б/у;0.1777;648;0;662;0;0
б/у;0.551;691;0;0;1;0
новый;0.3294;621;0;644;0;0
новый;0.1488;697;0;666;0;0
б/у;0.15;0;1;0;1;0
новый;0.3067;0;1;632;0;0
новый;0.1609;656;0;616;0;0
новый;0.3011;669;0;451;0;0
новый;0.156;773;0;664;0;0
б/у;0.5051;733;0;681;0;0
новый;0.15;617;0;462;0;0
б/у;0.1509;570;0;444;0;0
новый;0.241;546;0;594;0;0
новый;0.1895;714;0;768;0;0
новый;0.15;0;1;647;0;0
новый;0.1002;0;1;493;0;0
новый;0.1095;684;0;614;0;0
новый;0.4795;0;1;0;1;0
новый;0.4;708;0;501;0;0
б/у;0.6557;645;0;445;0;0
новый;0.4496;718;0;761;0;0
б/у;0.1511;623;0;520;0;0
б/у;0.1636;0;1;0;1;0
новый;0.2042;750;0;664;0;0
новый;0;573;0;516;0;0
новый;0.1011;597;0;592;0;0
новый;0.15;709;0;577;0;0
новый;0.2;637;0;677;0;0
б/у;0.152;0;1;0;1;0
новый;0.1792;747;0;587;0;0
новый;0.4391;645;0;482;0;0
б/у;0.1525;0;1;0;1;0
новый;0.2022;614;0;0;1;1
б/у;0.1364;793;0;601;0;0
новый;0.1906;672;0;674;0;0
новый;0.1;669;0;632;0;0
б/у;0.1648;0;1;666;0;0
б/у;0.1552;638;0;400;0;0
б/у;0.76;608;0;538;0;0
новый;0.3822;590;0;514;0;0
б/у;0.1511;609;0;435;0;0
б/у;0.15;0;1;0;1;0
б/у;0.2198;661;0;509;0;1
новый;0.7812;755;0;0;1;0
новый;0.3246;669;0;505;0;0
новый;0.4317;0;1;0;1;0
новый;0.3089;632;0;549;0;0
новый;0.1072;0;1;0;1;0
б/у;0.3333;628;0;526;0;0
б/у;0.4406;644;0;474;0;1
новый;0.1074;0;1;834;0;0
б/у;0;586;0;482;0;0
новый;0.1443;758;0;617;0;0
б/у;0.3043;0;1;615;0;0
новый;0.5011;711;0;683;0;0
новый;0.3455;0;1;683;0;0
новый;0.1027;0;1;0;1;0
новый;0.5001;749;0;761;0;0
новый;0.1546;618;0;541;0;0
б/у;0.1;677;0;624;0;0
новый;0.1715;0;1;603;0;0
б/у;0.1852;678;0;575;0;0
новый;0.4014;673;0;0;1;0
б/у;0.2126;703;0;390;0;0
новый;0.2459;0;1;480;0;0
новый;0.1;755;0;646;0;0
новый;0.2708;763;0;583;0;0
новый;0.3061;672;0;627;0;0
новый;0.2858;0;1;0;1;0
б/у;0.25;531;0;498;0;1
новый;0.1724;637;0;618;0;0
новый;0.4425;0;1;773;0;0
новый;0.3181;543;0;543;0;0
б/у;0.5882;718;0;0;1;0
новый;0.1767;756;0;682;0;0
б/у;0.1286;705;0;744;0;0
новый;0.374;0;1;757;0;0
новый;0.6596;0;1;0;1;0
б/у;0.1481;622;0;596;0;0
новый;0.1429;0;1;0;1;0
новый;0.3571;639;0;674;0;0
б/у;0.3205;652;0;577;0;0
новый;0.1895;776;0;642;0;0
новый;0.1316;0;1;554;0;0
новый;0.1215;0;1;526;0;0
б/у;0.2273;676;0;527;0;0
новый;0.2425;752;0;0;1;0
новый;0.2079;706;0;531;0;0
новый;0.1923;594;0;473;0;0
новый;0.1632;616;0;369;0;0
новый;0.1;587;0;424;0;0
новый;0.3028;607;0;548;0;0
новый;0.1191;651;0;594;0;0
новый;0.2252;691;0;592;0;0
новый;0.3008;717;0;620;0;0
б/у;0.1579;0;1;0;1;0
б/у;0.2947;606;0;639;0;0
новый;0.3774;0;1;0;1;0
новый;0.1852;753;0;634;0;0
б/у;0;0;1;612;0;0
б/у;0.4545;647;0;540;0;0
б/у;0.4024;665;0;542;0;0
новый;0.6593;704;0;558;0;0
новый;0.1074;683;0;613;0;0
новый;0.4;631;0;654;0;0
новый;0.1773;716;0;690;0;0
новый;0.3551;739;0;597;0;0
б/у;0.4;612;0;538;0;0
новый;0.2012;763;0;720;0;0
б/у;0.2371;651;0;516;0;0
новый;0.1499;749;0;660;0;0
б/у;0.5085;628;0;628;0;0
новый;0.1;693;0;726;0;0
б/у;0.3016;0;1;630;0;0
новый;0.152;732;0;611;0;0
новый;0.6944;691;0;578;0;0
новый;0;759;0;716;0;0
новый;0.1;683;0;531;0;0
новый;0.1955;728;0;637;0;0
новый;0.1;674;0;594;0;0
новый;0.2003;0;1;507;0;0
новый;0;0;1;545;0;0
новый;0.1166;0;1;784;0;0
новый;0.1501;690;0;734;0;0
б/у;0.2058;0;1;488;0;0
новый;0.1756;654;0;532;0;0
новый;0.4518;567;0;324;0;0
новый;0.106;0;1;0;1;0
новый;0.3016;650;0;495;0;0
б/у;0.1828;589;0;608;0;1
новый;0.4763;0;1;528;0;0
новый;0.3311;0;1;0;1;0
б/у;0.3475;0;1;0;1;0
б/у;0.7746;701;0;576;0;0
б/у;0.2;638;0;417;0;0
б/у;0.1837;760;0;725;0;0
новый;0.2237;0;1;745;0;0
б/у;0.3709;551;0;506;0;1
новый;0.3002;0;1;0;1;0
новый;0.3421;0;1;669;0;0
б/у;0.6964;608;0;728;0;0
новый;0.2;690;0;473;0;0
новый;0.3275;725;0;645;0;0
новый;0.4808;644;0;648;0;0
новый;0.1502;712;0;626;0;0
новый;0.1294;726;0;619;0;0
б/у;0.3171;482;0;442;0;0
новый;0.1042;721;0;590;0;0
б/у;0.5455;0;1;686;0;0
новый;0.3728;752;0;722;0;0
новый;0.3065;651;0;451;0;1
новый;0.7725;0;1;0;1;0
б/у;0.2804;584;0;601;0;0
новый;0.3132;709;0;559;0;0
б/у;0;695;0;574;0;0
новый;0;597;0;535;0;0
новый;0.7937;0;1;0;1;0
новый;0.201;758;0;0;1;0
новый;0.45;714;0;733;0;0
новый;0.1;665;0;613;0;0
новый;0.2797;0;1;656;0;0
новый;0.1;691;0;660;0;0
б/у;0.2131;0;1;535;0;0
б/у;0.2;592;0;512;0;1
новый;0.1567;541;0;0;1;0
новый;0.3032;615;0;546;0;0
новый;0.5011;0;1;0;1;0
новый;0.1006;0;1;581;0;1
б/у;0.1545;719;0;670;0;0
б/у;0.4286;484;0;514;0;0
новый;0.6946;0;1;611;0;0
б/у;0.301;0;1;0;1;1
б/у;0.3846;641;0;539;0;1
б/у;0.172;767;0;649;0;0
новый;0.1514;659;0;482;0;0
новый;0.3489;0;1;658;0;0
б/у;0.2;0;1;0;1;0
новый;0.3219;0;1;609;0;0
новый;0.4412;0;1;589;0;0
новый;0.3;733;0;503;0;0
новый;0.2;570;0;383;0;1
новый;0.4587;722;0;561;0;0
новый;0.6;0;1;0;1;0
новый;0.4946;728;0;578;0;0
б/у;0.1091;0;1;0;1;0
новый;0.2041;0;1;0;1;0
новый;0.2024;725;0;0;1;0
новый;0.1505;0;1;559;0;0
новый;0.1014;0;1;0;1;0
новый;0.201;589;0;0;1;0
новый;0.152;0;1;0;1;0
новый;0.44;0;1;0;1;0
новый;0.2879;0;1;494;0;0
б/у;0.2;548;0;525;0;0
новый;0.5263;0;1;0;1;0
новый;0.1064;689;0;645;0;0
б/у;0.6154;543;0;488;0;1
новый;0.303;676;0;631;0;0
новый;0.1003;0;1;0;1;0
б/у;0.15;689;0;564;0;0
новый;0.4009;596;0;537;0;0
б/у;0.3317;708;0;681;0;0
новый;0.5435;676;0;660;0;0
б/у;0.225;591;0;620;0;0
б/у;0.15;551;0;390;0;1
новый;0.1775;0;1;0;1;0
новый;0.2368;645;0;613;0;0
б/у;0;738;0;679;0;0
новый;0.3005;656;0;779;0;0
новый;0.1396;582;0;577;0;0
новый;0.2059;700;0;586;0;0
новый;0.1502;0;1;585;0;0
новый;0.3457;680;0;635;0;0
новый;0.1573;0;1;606;0;0
новый;0.2;639;0;577;0;0
новый;0.3774;684;0;542;0;0
б/у;0.5385;0;1;0;1;0
б/у;0.2105;580;0;653;0;0
новый;0.4341;716;0;519;0;0
новый;0.7313;0;1;678;0;0
новый;0.1923;597;0;440;0;0
новый;0.1592;629;0;516;0;0
новый;0;611;0;688;0;0
новый;0.5893;0;1;0;1;0
новый;0.1501;0;1;527;0;0
новый;0.2006;0;1;0;1;0
б/у;0.25;594;0;606;0;0
новый;0.5593;608;0;590;0;0
б/у;0.2;0;1;569;0;1
новый;0.7736;734;0;0;1;0
новый;0.5005;0;1;577;0;0
новый;0.5047;763;0;0;1;0
б/у;0.1502;648;0;611;0;0
новый;0.1518;587;0;491;0;0
б/у;0.5;634;0;502;0;0
б/у;0.7664;705;0;0;1;0
б/у;0.2632;0;1;0;1;0
б/у;0.2512;728;0;747;0;0
б/у;0.15;0;1;486;0;0
новый;0.3625;760;0;591;0;0
б/у;0.15;549;0;543;0;1
новый;0.1006;695;0;654;0;0
б/у;0.262;0;1;605;0;0
новый;0.101;737;0;764;0;0
новый;0.15;582;0;517;0;1
новый;0.261;633;0;567;0;0
б/у;0.1667;725;0;684;0;0
новый;0.1526;0;1;664;0;0
новый;0.15;721;0;737;0;0
новый;0.1855;629;0;579;0;0
новый;0.4261;655;0;548;0;0
новый;0.2054;602;0;589;0;0
новый;0.3232;670;0;512;0;0
б/у;0.15;606;0;508;0;1
новый;0.1001;0;1;704;0;0
новый;0.15;627;0;0;1;0
б/у;0.1598;608;0;0;1;0
новый;0.1965;648;0;771;0;0
б/у;0.3514;632;0;608;0;0
новый;0.1504;663;0;713;0;1
новый;0.1007;787;0;637;0;0
б/у;0.1527;0;1;0;1;0
новый;0.2219;725;0;0;1;0
б/у;0.2682;0;1;514;0;0
новый;0.3012;0;1;0;1;0
новый;0.5319;650;0;559;0;0
новый;0.1501;0;1;0;1;0
б/у;0.15;0;1;449;0;0
б/у;0.1523;473;0;380;0;1
б/у;0.1429;507;0;379;0;1
новый;0.1501;769;0;758;0;0
б/у;0.2;558;0;447;0;0
б/у;0.2;733;0;647;0;0
новый;0.1696;630;0;549;0;0
б/у;0.2;686;0;626;0;0
б/у;0.1705;576;0;396;0;0
новый;0.7872;0;1;0;1;0
б/у;0.301;0;1;350;0;0
новый;0.1298;552;0;530;0;0
б/у;0.2036;747;0;731;0;0
новый;0.3;748;0;679;0;0
б/у;0.2009;0;1;0;1;0
новый;0.3342;607;0;691;0;0
новый;0.2011;0;1;356;0;0
новый;0.3548;0;1;514;0;0
новый;0.2074;729;0;627;0;0
б/у;0.0833;618;0;495;0;1
новый;0.15;0;1;466;0;0
новый;0.261;760;0;591;0;0
новый;0.4651;683;0;638;0;0
новый;0.1004;0;1;0;1;0
новый;0.1525;669;0;435;0;0
новый;0.1543;594;0;490;0;1
новый;0.1703;769;0;596;0;0
новый;0.1273;0;1;731;0;0
новый;0.1724;716;0;735;0;0
новый;0.5556;760;0;675;0;0
новый;0.4464;669;0;563;0;0
новый;0.3053;0;1;450;0;0
новый;0.1121;0;1;0;1;0
новый;0.1243;0;1;602;0;0
новый;0.15;636;0;526;0;0
новый;0.1017;699;0;637;0;0
б/у;0.2;592;0;584;0;0
новый;0.3644;651;0;690;0;0
б/у;0.3;625;0;472;0;0
новый;0.101;699;0;539;0;0
б/у;0.15;633;0;504;0;0
б/у;0.15;637;0;619;0;0
новый;0.288;0;1;0;1;0
б/у;0.6212;722;0;607;0;0
б/у;0.2299;588;0;501;0;0
б/у;0.1554;0;1;579;0;1
новый;0.1038;719;0;666;0;0
новый;0.2;755;0;515;0;0
новый;0.1007;500;0;276;0;1
новый;0.3774;737;0;764;0;0
новый;0.3876;0;1;668;0;0
новый;0.3;580;0;462;0;0
новый;0.1554;659;0;671;0;0
б/у;0;0;1;0;1;0
новый;0.4005;778;0;0;1;0
б/у;0.5988;597;0;495;0;0
б/у;0.5012;674;0;608;0;0
новый;0.1765;0;1;690;0;0
новый;0.1005;0;1;449;0;0
новый;0;672;0;567;0;0
новый;0;700;0;715;0;0
новый;0.3189;0;1;728;0;0
новый;0.8315;681;0;679;0;0
б/у;0.1639;0;1;0;1;0
новый;0.5022;0;1;394;0;0
б/у;0.1501;0;1;0;1;0
новый;0;0;1;0;1;0
б/у;0.2273;613;0;543;0;0
новый;0.101;644;0;0;1;0
новый;0.0278;0;1;0;1;0
б/у;0.6548;745;0;733;0;0
новый;0.1003;603;0;480;0;0
новый;0.1506;0;1;708;0;0
новый;0.1523;0;1;0;1;0
новый;0;665;0;645;0;0
б/у;0.15;651;0;719;0;0
новый;0.15;646;0;540;0;0
б/у;0.2105;0;1;0;1;0
новый;0.3584;705;0;691;0;0
новый;0.2968;718;0;728;0;0
б/у;0.2143;674;0;496;0;0
новый;0.2042;0;1;509;0;0
б/у;0.1509;0;1;0;1;0
б/у;0.2424;576;0;536;0;1
новый;0.2204;0;1;0;1;0
б/у;0.5;646;0;481;0;0
б/у;0.7561;647;0;485;0;0
новый;0.2003;584;0;385;0;1
б/у;0.5128;713;0;590;0;0
б/у;0.15;604;0;485;0;0
новый;0.3175;0;1;753;0;0
б/у;0;567;0;427;0;0
новый;0.5051;627;0;449;0;0
новый;0.8134;707;0;724;0;0
б/у;0;0;1;0;1;0
новый;0.101;682;0;0;1;0
новый;0.2832;678;0;480;0;0
б/у;0.15;0;1;544;0;0
б/у;0.1613;696;0;587;0;0
новый;0.1538;681;0;647;0;0
новый;0.15;0;1;712;0;0
новый;0.1003;0;1;628;0;0
б/у;0.3;0;1;0;1;0
новый;0.339;741;0;536;0;0
б/у;0.1505;0;1;0;1;0
б/у;0.3333;627;0;510;0;0
новый;0.15;0;1;593;0;0
новый;0.2314;692;0;562;0;0
новый;0.5925;771;0;696;0;0
новый;0.1;647;0;593;0;0
б/у;0;0;1;585;0;0
б/у;0.3829;597;0;564;0;0
новый;0.3399;640;0;552;0;0
новый;0.1;703;0;549;0;0
б/у;0.1;654;0;455;0;0
новый;0.2183;0;1;573;0;0
новый;0.1565;0;1;0;1;0
б/у;0.15;700;0;721;0;0
новый;0.2;0;1;536;0;0
б/у;0.7907;0;1;0;1;0
новый;0.1013;716;0;716;0;0
новый;0.1502;0;1;0;1;0
б/у;0.2008;0;1;588;0;0
новый;0.1501;0;1;657;0;0
новый;0.4899;712;0;573;0;0
новый;0.1001;0;1;513;0;1
новый;0.523;765;0;722;0;0
б/у;0.15;0;1;0;1;0
б/у;0.1694;563;0;367;0;1
новый;0.2359;527;0;261;0;0
б/у;0.4041;0;1;0;1;0
новый;0.2005;623;0;583;0;0
новый;0.335;0;1;0;1;0
новый;0.5415;0;1;632;0;0
новый;0.2143;0;1;800;0;0
новый;0.3917;593;0;490;0;0
б/у;0;684;0;637;0;0
новый;0.3017;633;0;462;0;0
новый;0.2;656;0;0;1;0
новый;0.1;642;0;637;0;0
новый;0.2477;0;1;597;0;0
новый;0.4552;0;1;0;1;0
новый;0.1502;0;1;532;0;0
б/у;0.2;0;1;0;1;0
б/у;0.2;702;0;566;0;0
новый;0.4042;667;0;550;0;0
новый;0.1521;632;0;488;0;0
